,Category,top10,top10_scores
419,ultrasound,"['parag chitnis', 'siddhartha sikdar', 'monson hayes', 'jinwei ye', 'parth pathak', 'jim chen', 'vasiliki ikonomidou', 'burak tanyu', 'vadim sokolov', 'yotam gingold']","[0.30263344813484505, 0.2766172944139955, 0.26527888551683565, 0.25028350844707703, 0.23420437358959467, 0.21515502059253136, 0.21410472500254082, 0.20853661990038383, 0.19208983239563604, 0.19125473052539224]"
420,rehabilitation engineering,"['gheorghe tecuci', 'mihai boicu', 'janis terpenny', 'aditya johri', 'george hazelrigg', 'edward huang', 'ariela sofer', 'karla hoffman', 'jiayang sun', 'parth pathak']","[0.18737510409945926, 0.17318413937638868, 0.17076852755425923, 0.13969396460556152, 0.13874386630298818, 0.1370364942816784, 0.13328281441799544, 0.1288000844898165, 0.1266972469454381, 0.12515587961823516]"
421,biology,"['mehdi amiri darehbidi', 'rajesh ganesan', 'pramita bagchi', 'shahnaz kamberi', 'jim chen', 'jiayang sun', 'jonathan l auerbach', 'inchi hu', 'myeong lee', 'aditya johri']","[0.13034357506675848, 0.10331290154434311, 0.09915392955303391, 0.09830328575068674, 0.08702801249703457, 0.08657406674940579, 0.08654421280694209, 0.0863689404042689, 0.0844337089734061, 0.08223667596269421]"
422,engineering,"['gheorghe tecuci', 'mihai boicu', 'janis terpenny', 'george hazelrigg', 'edward huang', 'peter pachowicz', 'scott lewis', 'aditya johri', 'tokunbo fadahunsi', 'jiayang sun']","[0.21763649589257927, 0.19699178634796827, 0.18908878374887156, 0.13566332204500262, 0.13553271681822213, 0.13527990831890463, 0.13000541700523183, 0.12681280739435438, 0.12179544362728587, 0.11966422450849264]"
423,musculoskeletal modeling,"['abolfazl safikhani', 'ben seiyon lee', 'qi wei', 'alexander levis', 'vadim sokolov', 'tianshu feng', 'edward huang', 'lily wang', 'kim blackwell', 'ran ji']","[0.3153200279059026, 0.30801313205088043, 0.2804548190254465, 0.26417892368854534, 0.24656054729398272, 0.2376913442707642, 0.21871963596670355, 0.21628204657064742, 0.21201704613036323, 0.20477800503215043]"
424,sensorimotor integration,"['alexander levis', 'duminda wijesekera', 'michael hieb', 'jim chen', 'cameron nowzari', 'shani ross', 'siddhartha sikdar', 'carlotta domeniconi', 'jan allbeck', 'daniel barbara']","[0.1522409627172815, 0.1485286186497603, 0.13663631789391026, 0.13617559908319896, 0.13190258956603607, 0.1287767669356489, 0.12765340852383092, 0.11944106673909395, 0.11852656830546146, 0.11534282186847948]"
425,assistive technology,"['gheorghe tecuci', 'mihai boicu', 'binqian yin', 'peter pachowicz', 'aditya johri', 'riki morikawa', 'ariela sofer', 'janis terpenny', 'brittany johnson matthews', 'sharon adamus']","[0.25217370381395604, 0.22877949480970142, 0.21182963643408084, 0.19003801140380128, 0.18461360336280208, 0.17582976441606865, 0.1657991126420072, 0.16097468377652216, 0.1492494723855457, 0.1468200342221033]"
426,biomedical imaging,"['vasiliki ikonomidou', 'jinwei ye', '̦zlem uzuner', 'monson hayes', 'kevin lybarger', 'siddhartha sikdar', 'yotam gingold', 'jim chen', 'niloofar ramezani', 'remi veneziano']","[0.13187139035432424, 0.11331821527172546, 0.1098163807481412, 0.10632222318054452, 0.10332058614513377, 0.099122577586477, 0.0982251438453393, 0.09637042396657157, 0.09155155001453258, 0.08584564381571794]"
427,neuroprosthetics,"['martin slawski', 'kuo tian', 'celso moller ferreira', 'siddhartha sikdar', 'lance sherry', 'vivian genaro motti', 'weiwen jiang', 'john shortle', 'lei yang', 'ziwei zhu']","[0.05397405462930527, 0.03193110314562001, 0.030077218603337275, 0.01323595249671058, 0.011963072544460844, 0.01014438805067058, 0.009763204461546894, 0.0069367916705087955, 0.006669001225715022, 0.006020492509677387]"
428,cs education,"['gheorghe tecuci', 'jim chen', 'aditya johri', 'mihai boicu', 'michael eagle', 'thanhvu nguyen', 'khondkar islam', 'remi veneziano', 'daniel barbara', 'rochelle jones']","[0.20925100547133968, 0.18917943844669038, 0.1825339667041736, 0.18173829384109658, 0.15965098483244947, 0.15786214122888437, 0.15484895949295505, 0.15129767070787098, 0.14814090395098156, 0.14789855984478523]"
429,type theory,"['mark snyder', 'jan allbeck', 'daniel barbara', 'gheorghe tecuci', '̦zlem uzuner', 'ali k raz', 'syed abbas zaidi', 'giorgio ascoli', 'massimiliano albanese', 'duminda wijesekera']","[0.14576036329421865, 0.14134265001924542, 0.13123814218458182, 0.1265659768316002, 0.12039942448633917, 0.11976027679055887, 0.1194309408315635, 0.11574531669590701, 0.11410163809371623, 0.11050245690560409]"
430,transportation systems,"['janis terpenny', 'jim chen', 'george hazelrigg', 'ebrima ceesay', 'lance sherry', 'rajesh ganesan', 'amarda shehu', 'thanhvu nguyen', 'edward huang', 'thomas latoza']","[0.15722290774651582, 0.15083944423895396, 0.13634269894445633, 0.135043034599389, 0.13101037234173724, 0.12915090070937768, 0.12914074866157263, 0.12886772145863293, 0.12871665026082196, 0.12694042487531879]"
431,bayesian optimization,"['ariela sofer', 'wanli qiao', 'ningshi yao', 'yue wang', 'jim chen', 'jiayang sun', 'clifton sutton', 'john shortle', 'tianshu feng', 'carlotta domeniconi']","[0.1823656081674117, 0.1796224456627636, 0.148274632152742, 0.13181771585960356, 0.12669817643638293, 0.11916871834484358, 0.11556081905157266, 0.11253017598825378, 0.11217603013123663, 0.11022041179144404]"
432,particle filtering,"['kenneth ball', 'robert handler', 'amarda shehu', 'ahmed bin zaman', 'daniel barbara', 'juan cebral', 'burak tanyu', 'jim chen', 'dana richards', 'monson hayes']","[0.19380617450352988, 0.1711938417821903, 0.1320591924951368, 0.13028875546160998, 0.12375529687129355, 0.12067749366841826, 0.11840779147445324, 0.11768350669364672, 0.11724057037037644, 0.11717230001401403]"
433,vlsi,"['martin slawski', 'kuo tian', 'celso moller ferreira', 'siddhartha sikdar', 'lance sherry', 'vivian genaro motti', 'weiwen jiang', 'john shortle', 'lei yang', 'ziwei zhu']","[0.05397405462930527, 0.03193110314562001, 0.030077218603337275, 0.01323595249671058, 0.011963072544460844, 0.01014438805067058, 0.009763204461546894, 0.0069367916705087955, 0.006669001225715022, 0.006020492509677387]"
434,digital health d health,"['dimitrios ioannou', 'robert handler', 'jeffrey moran', 'qiliang li', 'vasiliki ikonomidou', 'jim chen', 'xiaonan guo', 'jonathan l auerbach', 'brett hunter', 'lisa luo']","[0.10251120069546554, 0.09093255592544726, 0.08408082868745448, 0.08057781700100475, 0.0786828373077036, 0.07594495134640443, 0.07573312765316559, 0.07497386277888934, 0.07365484280076727, 0.0734980960997141]"
435,gpu computing,"['shahnaz kamberi', 'andrzej manitius', 'shvetha soundararajan', 'ariela sofer', 'craig lorie', 'george hazelrigg', 'laura kosoglu', 'hamza mughal', 'aditya johri', 'john otten']","[0.22514623510641157, 0.19600308903302494, 0.19493881100027521, 0.1854420684377947, 0.17980649607302052, 0.17181161620273672, 0.1695889903687727, 0.16927779169233603, 0.16563817736395348, 0.1632321562747526]"
436,systems network security,"['ali k raz', 'tokunbo fadahunsi', 'giuseppe ateniese', 'duminda wijesekera', 'daniel barbara', 'jim chen', 'foteini baldimtsi', 'george hazelrigg', 'md tanvir arafin', 'alexander levis']","[0.1951918217215869, 0.18588494715451626, 0.18507431008878325, 0.18191623993039943, 0.18038957021213028, 0.18032043614863158, 0.17241219148158185, 0.1716250874144869, 0.17078928219393524, 0.1691982484267687]"
437,cognitive assistants,"['pelin kurtay', 'bo liu', 'christopher a carr', 'holger dannenberg', 'aditya johri', 'mohan venigalla', 'martha bushong', 'kamaljeet sanghera', 'karla hoffman', 'bernard schmidt']","[0.09072184232530289, 0.07968190728895957, 0.05913123959890826, 0.05819045362683528, 0.05720488180889545, 0.05432088403321796, 0.0516569998201626, 0.05143444998736397, 0.05052767950577054, 0.049281418063638185]"
438,knowledge acquisition,"['gheorghe tecuci', 'mihai boicu', 'aditya johri', 'katherine russell', 'carlotta domeniconi', 'kenneth strazzeri', 'pouyan ahmadi', 'socrates dimitriadis', 'ioulia rytikova', 'ziyu yao']","[0.1772663923086589, 0.17073774537885447, 0.0820467754170543, 0.07962406961066794, 0.07725784777022257, 0.0751248226425348, 0.07364929336426136, 0.06965451903188581, 0.06952346619889822, 0.06919203006401191]"
439,science evidence,"['gheorghe tecuci', 'mihai boicu', 'duminda wijesekera', 'hadi el amine', 'sanmay das', 'eric osterweil', 'karla hoffman', 'katherine russell', 'syed abbas zaidi', 'daniel barbara']","[0.2571190286845039, 0.24799499498729902, 0.1540637738173208, 0.14804664203952106, 0.1406340115224551, 0.13941005734710604, 0.13434744596841408, 0.1331793305868938, 0.13272355506993533, 0.13241034263204118]"
440,predictive analytics,"['nicholas rios', 'ahmed bin zaman', 'mehdi amiri darehbidi', 'sanmay das', 'mahdi hashemi', 'carlotta domeniconi', 'yue cheng', 'george hazelrigg', 'amarda shehu', 'fei li']","[0.16444899629323928, 0.13981636195010075, 0.10821654448741967, 0.10343960577822371, 0.09442070805016, 0.09347399968051706, 0.088355483416787, 0.08624520146834268, 0.08264652038103339, 0.07738223630156078]"
441,knowledge engineering,"['gheorghe tecuci', 'mihai boicu', 'janis terpenny', 'aditya johri', 'edward huang', 'peter pachowicz', 'george hazelrigg', 'tokunbo fadahunsi', 'karla hoffman', 'thomas latoza']","[0.2745039420953125, 0.25326098897863414, 0.19671937560156005, 0.16375025888675687, 0.1450340687432614, 0.14313698081946272, 0.14043445598320925, 0.12685575349221298, 0.1262476164937995, 0.12590836616702383]"
442,semantic web,"['bijan jabbari', 'jianli pan', 'brian mark', 'songqing chen', 'sherif hashem', 'daniel menasce', 'vijay shah', 'pouyan ahmadi', 'duminda wijesekera', 'sadegh torabi']","[0.22431720107023656, 0.2094072014449827, 0.19232417408925223, 0.18422925386585692, 0.1819921482970972, 0.17470092523726247, 0.17310529306555789, 0.16628863454870024, 0.16223737721008125, 0.16192427027729106]"
443,engineering design,"['janis terpenny', 'thomas latoza', 'george hazelrigg', 'aditya johri', 'edward huang', 'gino manzo', 'yotam gingold', 'vivian genaro motti', 'ray hong', 'ali k raz']","[0.2316579667128799, 0.17627028538603842, 0.16573235053093635, 0.1616383442035942, 0.14380676854043556, 0.1358297159065509, 0.13069488953328953, 0.12757600851800913, 0.12481975097902924, 0.12442723911476859]"
444,smart manufacturing,"['janis terpenny', 'jan allbeck', 'gheorghe tecuci', 'tamara maddox', 'kim blackwell', 'mihai boicu', 'sanmay das', 'ziyu yao', 'aditya johri', 'shuochao yao']","[0.1079792783475664, 0.09352299924499165, 0.08858086773865757, 0.08553571990445116, 0.07760370939927864, 0.07715019738862625, 0.07570977418461358, 0.0740963849295234, 0.07379890407781689, 0.07326004747792242]"
445,obsolescence,"['rajesh ganesan', 'alok berry', 'yariv ephraim', 'cameron nowzari', 'janis terpenny', 'tokunbo fadahunsi', 'alexander brodsky', 'olcay ciftci', 'kevin moran', 'khondkar islam']","[0.09962110567086316, 0.08603090020146065, 0.07620833442611752, 0.07267731080899484, 0.0717237963807521, 0.0663344613017469, 0.0650891065068382, 0.06350006350009525, 0.06216943800159336, 0.06102248276367066]"
446,knowledge information engineering,"['gheorghe tecuci', 'mihai boicu', 'aditya johri', 'janis terpenny', 'edward huang', 'george hazelrigg', 'katherine russell', 'thomas latoza', 'karla hoffman', 'tokunbo fadahunsi']","[0.29243452704619316, 0.26771041165470477, 0.21494572229313888, 0.19483636632551696, 0.16522562620591444, 0.15637068411042332, 0.15628556888783204, 0.15621648681423606, 0.14326612244001158, 0.14207506168017262]"
447,product families platforms,"['hemant purohit', 'sadegh torabi', 'daniel barbara', 'massimiliano albanese', 'jim chen', 'myeong lee', 'shuochao yao', 'alexander levis', 'joy hughes', 'rajesh ganesan']","[0.16280759500490158, 0.1600242320839522, 0.15461483615068486, 0.14269682370225936, 0.13798726929358607, 0.1292435213207169, 0.12459479708358408, 0.12257052752006628, 0.12168323793692021, 0.11889645776399471]"
448,geotechnical geoenvironmental,"['martin slawski', 'kuo tian', 'celso moller ferreira', 'siddhartha sikdar', 'lance sherry', 'vivian genaro motti', 'weiwen jiang', 'john shortle', 'lei yang', 'ziwei zhu']","[0.05397405462930527, 0.03193110314562001, 0.030077218603337275, 0.01323595249671058, 0.011963072544460844, 0.01014438805067058, 0.009763204461546894, 0.0069367916705087955, 0.006669001225715022, 0.006020492509677387]"
449,usable security privacy,"['duminda wijesekera', 'parth pathak', 'daniel barbara', 'siddhartha sikdar', 'burak tanyu', 'paul ammann', 'parag chitnis', 'qiliang li', 'tokunbo fadahunsi', 'monson hayes']","[0.2036118394031367, 0.19108557778701915, 0.18105521438265476, 0.17925728257890744, 0.179064942592746, 0.17212878827535588, 0.16937133175465513, 0.16447071810734307, 0.16445895636100502, 0.16443226708102227]"
450,network systems security,"['ali k raz', 'tokunbo fadahunsi', 'giuseppe ateniese', 'duminda wijesekera', 'daniel barbara', 'jim chen', 'foteini baldimtsi', 'george hazelrigg', 'md tanvir arafin', 'alexander levis']","[0.1951918217215869, 0.18588494715451626, 0.18507431008878325, 0.18191623993039943, 0.18038957021213028, 0.18032043614863158, 0.17241219148158185, 0.1716250874144869, 0.17078928219393524, 0.1691982484267687]"
451,internet measurements,"['bijan jabbari', 'sherif hashem', 'brian mark', 'vijay shah', 'moinul hossain', 'parth pathak', 'sanjeev setia', 'kai zeng', 'cameron nowzari', 'john otten']","[0.45360467642940444, 0.38672581445989584, 0.3829548363377716, 0.37870135057630777, 0.37261708852043834, 0.33589109932934297, 0.3199736661523682, 0.2874645704913003, 0.2783333057041783, 0.27293450357776905]"
452,big data analytics  characterization,"['jan allbeck', 'myeong lee', 'giorgio ascoli', 'jim chen', 'angelos stavrou', 'yotam gingold', 'daniel barbara', 'karla hoffman', 'girum urgessa', 'aditya johri']","[0.13447119081401504, 0.1332244346994824, 0.12306303518419742, 0.12250361318281949, 0.1156253814743652, 0.11411941562688688, 0.11142606288801657, 0.11109400292241221, 0.10805544234320552, 0.10762079357880266]"
453,biochemistry,"['rajesh ganesan', 'liza wilson durant', 'aditya johri', 'christopher a carr', 'ray hong', 'yariv ephraim', 'myeong lee', 'william rosenberger', 'alexander brodsky', 'george hazelrigg']","[0.08673692487513357, 0.07333995748917838, 0.07137717798370648, 0.0632139541241014, 0.062270411906298125, 0.0605878145026547, 0.05961351166388977, 0.058577443444938315, 0.05834940282445174, 0.05707529970030451]"
454,membrane biology,"['caroline hoemann', 'jim chen', 'mehdi amiri darehbidi', 'ali beheshti', 'rajesh ganesan', 'dimitrios ioannou', 'qiliang li', 'burak tanyu', 'martin slawski', 'giorgio ascoli']","[0.136586237990948, 0.11414976474098801, 0.1125261025614445, 0.09387109382856473, 0.0926457464262908, 0.08996100274267367, 0.08994913953078543, 0.08704174553304612, 0.08492996496600884, 0.08438499327786878]"
455,molecular biology,"['mehdi amiri darehbidi', 'rajesh ganesan', 'pramita bagchi', 'aditya johri', 'jiayang sun', 'shvetha soundararajan', 'jim chen', 'jonathan l auerbach', 'qiliang li', 'myeong lee']","[0.11796469620970072, 0.09857386488898258, 0.095917964777919, 0.0927755946294233, 0.09220448105488155, 0.08678382821434483, 0.08280854757273345, 0.08172644784296135, 0.0810366357095195, 0.08076893118438505]"
456,dna nanotechnology,"['hans hoyer', 'craig lorie', 'nathan kathir', 'riki morikawa', 'peter pachowicz', 'arthur art pyster', 'deborah goodings', 'aditya johri', 'laura kosoglu', 'james baldo']","[0.1835970184086314, 0.1555479378449179, 0.15048231635721152, 0.1396638888429005, 0.12222646627042819, 0.1210455065337605, 0.11993926507518556, 0.1113936966240007, 0.10669739994408, 0.10389645436542286]"
457,transportation air quality,"['lucas henneman', 'hemant purohit', 'lance sherry', 'ebrima ceesay', 'mohan venigalla', 'qiliang li', 'rajesh ganesan', 'karla hoffman', 'ali beheshti', 'john shortle']","[0.2074526846074039, 0.14880160379029952, 0.13840066421809302, 0.11674720587857478, 0.11195285519465195, 0.11082066874019571, 0.10932277084434186, 0.10538262963577434, 0.10067838034158831, 0.0953073239968848]"
458,transportation engineering,"['gheorghe tecuci', 'janis terpenny', 'mihai boicu', 'ebrima ceesay', 'edward huang', 'sharon adamus', 'george hazelrigg', 'deborah goodings', 'elise miller hooks', 'aditya johri']","[0.15557787987107982, 0.1505979050740924, 0.14606525663052455, 0.14414820784063045, 0.13420654882944683, 0.13199537841447298, 0.13194873290660192, 0.1263198819898359, 0.11970713964248735, 0.11899050700087428]"
459,transportation planning,"['janis terpenny', 'george hazelrigg', 'thanhvu nguyen', 'ebrima ceesay', 'rajesh ganesan', 'elise miller hooks', 'sharon adamus', 'aditya johri', 'thomas latoza', 'lance sherry']","[0.1443017327326822, 0.14191198614103495, 0.13782080902821556, 0.1255387123375745, 0.12249533013177427, 0.11868084728838356, 0.11854714778748664, 0.11527650931280217, 0.11472840934244431, 0.11287552144444826]"
460,dependent complex structured data ,"['ahmed bin zaman', 'amarda shehu', 'dana richards', 'william rosenberger', 'leonard adelman', 'alexander levis', 'myeong lee', 'irina hashmi', 'aditya johri', 'hadi el amine']","[0.24045125797258982, 0.2223758887755133, 0.22032962087278668, 0.19794380705304482, 0.16156250896226357, 0.15925447918436772, 0.14165789411223345, 0.13549920429670986, 0.13152273303149553, 0.13060371856844907]"
461,high dimensional data,"['jim chen', 'parag chitnis', 'mohan venigalla', 'lucas henneman', 'parth pathak', 'siddhartha sikdar', 'vadim sokolov', 'qiliang li', 'daniel barbara', 'vasiliki ikonomidou']","[0.2132006386924068, 0.18195496206998085, 0.17939182042400675, 0.17620275037568317, 0.17468779764881454, 0.1721019027748888, 0.17116863360972862, 0.1710536147424269, 0.16725051829882967, 0.16718942174617568]"
462,statistical machine learning,"['gheorghe tecuci', 'mihai boicu', 'aditya johri', 'ray hong', 'pouyan ahmadi', 'khondkar islam', 'tolga soyata', 'shuochao yao', 'michael hieb', 'qiang zeng']","[0.2622029942130447, 0.22608945605065536, 0.1863851366952554, 0.16351980912918063, 0.1355896625893611, 0.13310037863685975, 0.13306122076908308, 0.1326047682224185, 0.13195626889059064, 0.1310303910401322]"
463,survey sampling,"['jeff offutt', 'burak tanyu', 'pramita bagchi', 'paul ammann', 'jim chen', 'kenneth strazzeri', 'wanli qiao', 'mohan venigalla', 'vadim sokolov', 'john shortle']","[0.12847732385075827, 0.1213332698187879, 0.12122737868124873, 0.11991315918107891, 0.11223263660703212, 0.1111111111111111, 0.10880975073802027, 0.10872357662672694, 0.10829145958057948, 0.10520800700271674]"
464,data driven control,"['duminda wijesekera', 'cameron nowzari', 'jim chen', 'mingkui wei', 'michael hieb', 'alexander levis', 'ningshi yao', 'mohan venigalla', 'kathleen wage', 'shani ross']","[0.17749180123287767, 0.1590481118100667, 0.15649100977184313, 0.15616315814099757, 0.1507305257428863, 0.1438236910832274, 0.14030412241999118, 0.13720644216727956, 0.13692342273907848, 0.13628209721055715]"
465,distributed control,"['duminda wijesekera', 'cameron nowzari', 'mingkui wei', 'jim chen', 'daniel barbara', 'alexander levis', 'songqing chen', 'rajesh ganesan', 'michael hieb', 'george hazelrigg']","[0.2095827938725977, 0.2025883573026911, 0.17518565625203947, 0.1734556542152541, 0.16796437144817944, 0.1598050499210072, 0.15841846512957128, 0.15609269338103512, 0.15199997501500184, 0.15132435353233772]"
466,bio metrics forensic science,"['duminda wijesekera', 'ali k raz', 'daniel barbara', 'jim chen', 'george hazelrigg', 'monson hayes', 'edward huang', 'alexander levis', 'daniel menasce', 'elise miller hooks']","[0.2800751196633323, 0.26881587311414556, 0.2596407232639102, 0.25046623427093717, 0.24988994271596723, 0.24874906912685021, 0.24414049958586262, 0.2427775405629827, 0.23498441280479587, 0.22923549239880422]"
467,network web security,"['duminda wijesekera', 'daniel menasce', 'ali k raz', 'kun sun', 'jianli pan', 'bijan jabbari', 'massimiliano albanese', 'songqing chen', 'brian mark', 'tokunbo fadahunsi']","[0.2136385918816959, 0.2036505565580735, 0.19514777549922335, 0.19441173667948844, 0.19189884805860516, 0.18959929065015788, 0.18862043874760903, 0.18844729059575333, 0.18527370249212105, 0.17744040012665488]"
468,modeling simulation,"['abolfazl safikhani', 'ben seiyon lee', 'alexander levis', 'vadim sokolov', 'qi wei', 'tianshu feng', 'edward huang', 'lily wang', 'jan allbeck', 'ran ji']","[0.2662623819668769, 0.2608131172978797, 0.23064877258819186, 0.22008047564199126, 0.21574659277820094, 0.2098968251394673, 0.20531947665819972, 0.19389987756106902, 0.1912633785176865, 0.18869894173153118]"
469,computer simulation modeling,"['abolfazl safikhani', 'ben seiyon lee', 'alexander levis', 'tianshu feng', 'vadim sokolov', 'qi wei', 'edward huang', 'ran ji', 'lily wang', 'daniel menasce']","[0.25537676484493915, 0.24491701319945908, 0.22294885387189153, 0.2169671719415901, 0.2148291569414498, 0.20883097511050253, 0.20383620832484256, 0.19306655466144873, 0.18424109390788904, 0.18358527809925818]"
470,railroads,"['duminda wijesekera', 'ali k raz', 'lance sherry', 'elise miller hooks', 'alexander levis', 'matthew amissah', 'edward huang', 'daniel menasce', 'rajesh ganesan', 'michael hieb']","[0.16248255327858294, 0.15936149390901594, 0.15486936560982387, 0.13371133414297529, 0.11992675562220433, 0.10344827586206896, 0.10159700679725384, 0.09895603525464663, 0.09857386488898257, 0.09487818691592466]"
471,policies,"['hemant purohit', 'jan allbeck', 'khondkar islam', 'craig lorie', 'niloofar ramezani', 'myeong lee', 'kenneth strazzeri', 'aditya johri', 'syed abbas zaidi', 'alexander levis']","[0.14906799602844706, 0.13968490033260386, 0.09398865161301002, 0.09236680685144283, 0.08280278375320571, 0.08017561770963283, 0.07856742013183862, 0.07850643093992156, 0.07521329067973123, 0.07116666452762224]"
472,motion planning,"['jim chen', 'jan allbeck', 'george hazelrigg', 'alexander levis', 'syed abbas zaidi', 'janis terpenny', 'kevin lybarger', 'rajesh ganesan', 'aditya johri', 'thomas latoza']","[0.15825314882549127, 0.15517077819389075, 0.15219298518125546, 0.15180992311253602, 0.1502769381764913, 0.1476170538761889, 0.1453043702987149, 0.1410584736007048, 0.13899842266487838, 0.13622560155952362]"
473,power systems,"['jim chen', 'alexander levis', 'amarda shehu', 'george hazelrigg', 'rajesh ganesan', 'janis terpenny', 'cameron nowzari', 'kenneth ball', 'syed abbas zaidi', 'alexander brodsky']","[0.17760408037830322, 0.16425262159190293, 0.15631314857560755, 0.1558295720048713, 0.15416745845050434, 0.15197784785971097, 0.15157717312047247, 0.15010267987857293, 0.14602696681706567, 0.14380366015178916]"
474,digital twin simulation,"['jim chen', 'rajesh ganesan', 'jessica lin', 'daniel barbara', 'ray hong', 'aditya johri', 'qiliang li', 'jan allbeck', 'carlotta domeniconi', 'shahnaz kamberi']","[0.14093087355618944, 0.12398970399468244, 0.12066282355762575, 0.12011711702144987, 0.11917704883391494, 0.1185960500024091, 0.11481712237684205, 0.11228852699875816, 0.11099568845481161, 0.11075592149143182]"
475,systems architecture,"['janis terpenny', 'jim chen', 'thomas latoza', 'george hazelrigg', 'ray hong', 'aditya johri', 'edward huang', 'jan allbeck', 'katherine russell', 'ali k raz']","[0.2652553395017841, 0.17378189303315664, 0.17050646890949644, 0.16697584725294679, 0.16009620723182566, 0.15549012194864728, 0.15079601484925548, 0.14662042146044743, 0.14441967645551507, 0.14043333593698698]"
476,multimedia systems,"['janis terpenny', 'jim chen', 'amarda shehu', 'ray hong', 'george hazelrigg', 'thomas latoza', 'jan allbeck', 'giuseppe ateniese', 'cameron nowzari', 'hadi el amine']","[0.16852704817383063, 0.15871181759285824, 0.13202164611710712, 0.12958752237448806, 0.1271370162598618, 0.1225431302182665, 0.12088947838412248, 0.11859450554413926, 0.11617254437155224, 0.11557316746511447]"
477,ar vr systems security,"['jim chen', 'qiliang li', 'md tanvir arafin', 'daniel barbara', 'mohamed gebril', 'giuseppe ateniese', 'amarda shehu', 'janis terpenny', 'dimitrios ioannou', 'foteini baldimtsi']","[0.15870426128269077, 0.14996276571454573, 0.14293579433204215, 0.1394319999502918, 0.13883254490383562, 0.13640620586959926, 0.13586230323609105, 0.13383698170340202, 0.13041106995876844, 0.12863671631389806]"
478,mobile iot systems,"['jim chen', 'janis terpenny', 'kevin moran', 'kenneth ball', 'rajesh ganesan', 'lance sherry', 'karla hoffman', 'daniel barbara', 'ray hong', 'amarda shehu']","[0.1646078670236471, 0.14764641795638636, 0.13683683309680622, 0.13238330992828026, 0.1319658186883458, 0.1312830688320703, 0.1307873489355978, 0.1304178469376663, 0.12878244035044278, 0.12875352009595506]"
479,immersive computing,"['shahnaz kamberi', 'andrzej manitius', 'shvetha soundararajan', 'ariela sofer', 'craig lorie', 'george hazelrigg', 'laura kosoglu', 'hamza mughal', 'aditya johri', 'john otten']","[0.22514623510641157, 0.19600308903302494, 0.19493881100027521, 0.1854420684377947, 0.17980649607302052, 0.17181161620273672, 0.1695889903687727, 0.16927779169233603, 0.16563817736395348, 0.1632321562747526]"
480,automated machine learning,"['gheorghe tecuci', 'mihai boicu', 'aditya johri', 'ray hong', 'michael hieb', 'qiang zeng', 'shuochao yao', 'tolga soyata', 'ningshi yao', 'michael eagle']","[0.254112232721363, 0.21973449962278577, 0.1800083288328908, 0.17591577655612373, 0.14645801914310466, 0.14609056675762105, 0.13779863732260234, 0.1347963379187028, 0.1337257230448281, 0.1324236593932773]"
481,system level optimization applied ,"['jim chen', 'yotam gingold', 'daniel barbara', 'robert handler', 'carlotta domeniconi', 'amarda shehu', 'john shortle', 'qiliang li', 'rajesh ganesan', 'ali beheshti']","[0.22231128559071095, 0.19497459830291833, 0.18888821654140753, 0.18682128983391574, 0.18134046974133525, 0.1801441852212256, 0.17674380675178086, 0.1766821022228252, 0.17521244892726964, 0.17321882434822083]"
482,hardware software co design neural archi,"['janis terpenny', 'george hazelrigg', 'thomas latoza', 'aditya johri', 'edward huang', 'ali k raz', 'alexander levis', 'grigory yaroslavtsev', 'shahnaz kamberi', 'yotam gingold']","[0.21537879074794514, 0.16630154403102987, 0.16243386605393934, 0.1514381202112875, 0.14704201684376997, 0.1410881917773932, 0.13315249589430547, 0.13006504879066058, 0.1298777299610424, 0.1295557775211424]"
483,heterogenous systems,"['janis terpenny', 'jim chen', 'amarda shehu', 'thomas latoza', 'ray hong', 'george hazelrigg', 'giuseppe ateniese', 'hadi el amine', 'edward huang', 'jan allbeck']","[0.16178892019381827, 0.14800516951837672, 0.12843775255724438, 0.1251498594743931, 0.12308893262430504, 0.1213304513375913, 0.11426079396672115, 0.11276631882547263, 0.11234911143106759, 0.11187143942689692]"
484,gpus,"['martin slawski', 'kuo tian', 'celso moller ferreira', 'siddhartha sikdar', 'lance sherry', 'vivian genaro motti', 'weiwen jiang', 'john shortle', 'lei yang', 'ziwei zhu']","[0.05397405462930527, 0.03193110314562001, 0.030077218603337275, 0.01323595249671058, 0.011963072544460844, 0.01014438805067058, 0.009763204461546894, 0.0069367916705087955, 0.006669001225715022, 0.006020492509677387]"
485,reliability,"['lucas henneman', 'vijay shah', 'zhisheng yan', 'emanuela marasco', 'shvetha soundararajan', 'jonathan l auerbach', 'sanjeev setia', 'wassim masri', 'dana richards', 'f berlin']","[0.0983373431845947, 0.06889408785617313, 0.05446812452089602, 0.05328463820030117, 0.049058524935353814, 0.04839959096468528, 0.044139204669227466, 0.039397873951096805, 0.03907323325822819, 0.038575837490522985]"
486,bio inspired robotics,"['xuesu xiao', 'lucas henneman', 'parth pathak', 'karla hoffman', 'kevin andrea', 'brittany johnson matthews', 'mohan venigalla', 'katherine russell', 'jim chen', 'siddhartha sikdar']","[0.14254295452442928, 0.13285496710346337, 0.09801144691323531, 0.09458870802982886, 0.09255701820733639, 0.09152206651837477, 0.09048803967335374, 0.08919730901238981, 0.08892294894806721, 0.0882566508499342]"
