,Doc_ID,Name,descriptions,titles,date,source,citations,Location,loc
114,114,karla hoffman,karla hoffman uses mathematical statistical modeling inform decision making worked variety government agencies corporations diverse problems planning scheduling buses disneyworld real time scheduling concrete trucks throughout northern virginia assigning crews flights major airline determining scoring process tax returns ranked audits determining placement sensors battlefield assignment radio channels dynamically military units wartime situations problems common large modeled using mathematics economics provide insights regarding likely outcomes making specific decisions currently hoffman working consultant federal communication commission incentive auction multi billion dollar auction air tv broadcasters sell back spectrum rights fcc sells recovered spectrum wireless industry world continues use wireless technologies communication internet things need continues radio waves allocated wireless use increases repurposing spectrum wireless required revolutionary auction design uses sophisticated mathematical optimization techniques assure success hoffman part team fcc performing tasks consists mostly graduates mason department systems engineering operations research,,,,,CEC Website,CEC Website karla hoffman
115,115,katherine russell,katherine russell received bs computer science 2007 university maryland university college ms computer science 2012 george mason university phd candidate computer science research areas include researching multiagent systems swarm intelligence multirobotics russell previously taught courses computer science department information systems published papers multirobotics swarm robotics reasoning using computational theory evidence member mason robocup team 2010 12 professional web developer,,,,,CEC Website,CEC Website katherine russell
116,116,kathleen wage,kathleen wage research multi disciplinary synthesis array processing acoustics oceanography current work applies random matrix theory problems sonar signal processing underwater acoustic propagation recent projects explored design sparse arrays underwater environments investigated ambient noise deep ocean much dr wage research incorporates real data ocean experiments career spent 100 days research ships north pacific philippine sea consistent record funding includes office naval research onr young investigator award 2005 onr ocean acoustics entry level faculty award 2002 dr wage passionate teaching incorporates active learning courses collaboration john buck developed signals systems concept inventory ssci standardized exam designed measure conceptual understanding linear systems 2016 received harriet b rigas award ieee education society hewlett packard championing active learning developing internationally recognized assessment instrument cultivating sustainable supportive environment female engineering faculty also received john toups presidential medal excellence teaching george mason university 2019 mac e van valkenburg early career teaching award ieee education society 2008 associate editor ieee journal oceanic engineering 2005 2019 chair ieee underwater acoustic signal processing workshop 2013 2017 dr wage member ieee acoustical society america american society engineering education american geophysical union sigma xi,,,,,CEC Website,CEC Website kathleen wage
117,117,kenneth ball,kenneth ball appointed dean volgenau school engineering august 2012 previously served l randolph professor head department mechanical engineering virginia tech 2004 12 overseeing rapid growth department research expenditures increasing five fold approximately 20m large increases student enrollment prior appointment virginia tech served 15 years mechanical engineering faculty university texas austin temple foundation endowed faculty fellow engineering recognized internationally research computational fluid dynamics heat transfer chaired three international conferences past associate technical editor asme journal heat transfer served several engineering journal editorial boards involved engineering program assessment accreditation activities u internationally particularly middle east ball supervised 13 phd dissertations 29 ms theses obtained externally sponsored funding excluding high performance computing grants excess 20m projects program development mechanical engineering including thermal fluid sciences nuclear engineering estimated commercial value supercomputer grants excess 10m,,,,,CEC Website,CEC Website kenneth ball
118,118,kenneth strazzeri,kenneth strazzeri teaching statistics george mason university since january 2012 addition serves coordinator department minors data analysis statistics previously held instructional appointment university virginia teaching introductory statistics completing graduate studies mathematics education research involves improving students statistical reasoning ability using various forms technology strazzeri acts course coordinator introductory statistics course stat 250 mason core course quantitative reasoning,,,,,CEC Website,CEC Website kenneth strazzeri
119,119,kevin andrea,kevin andrea began teaching george mason university 2017 joining faculty full time instructor 2018 recently completed two year position term research associate support center excellence c4i cyber prior joining faculty served 11 years military developed conducted lectures evaluation materials training phd candidate research involves routing optimization network security internet things devices currently teaching low level programming systems programming courses,,,,,CEC Website,CEC Website kevin andrea
120,120,kevin lybarger,kevin lybarger research interests rooted use natural language processing nlp solve important real world problems current research explores intersection nlp clinical informatics including extraction information clinical text improve health care advance clinical research,,,,,CEC Website,CEC Website kevin lybarger
121,121,kevin moran,research kevin moran aims transform manner software developed understanding deficiencies software engineering process building intelligent automated tools help software engineers design write code efficiently effectively additionally moran seeks carry research cross cuts multiple disciplines computer science bringing focus role software engineer solving cross disciplinary problems moran collaborates growing group software engineering researchers within department computer science george mason university holds undergraduate degree physics college holy cross master science phd computer science william mary moran previously research assistant professor william mary senior member semeru research group main research interests include software engineering maintenance evolution focus mobile platforms additionally explores applications machine learning data mining software repositories order create practical automation developers moran research supported commercial federal research grants totaling nearly 2 million additionally moran work recognized software engineering computer security research communities multiple best distinguished paper awards top academic venues,,,,,CEC Website,CEC Website kevin moran
122,122,khaled khasawneh,khaled n khasawneh research interest computer architecture support security malware detection adversarial machine learning side channels attacks previously interned facebook community integrity team 2018 paper usenix workshop offensive technologies received best paper award recipient dissertation year program award international student recognition award university california riverside several contributions reported technical news outlets including zdnet digital trends tech republic register threat post beta news bleeping computer,,,,,CEC Website,CEC Website khaled khasawneh
123,123,khondkar islam,khondkar islam professor department information sciences technology ist college engineering computing also associate chair undergraduate studies director virtual academy cisco academy george mason university 30 years work experience information technology telecommunications national aeronautics space administration department homeland security government agencies well academia mason university maryland college park american university expert cyber security networking prometric reviewed technical book chapters prentice hall mcgraw hill john wiley sons addison wesley published several peer reviewed articles received phd bs mason ms american university,,,,,CEC Website,CEC Website khondkar islam
124,124,kim blackwell,kim blackwell joined george mason university fall 1996 computational sciences institute 2007 2016 member molecular neuroscience department joined department bioengineering 2016 also primary investigator krasnow institute advanced study since 1996 blackwell world leader computational modeling calcium dynamics signaling pathways underlying neuronal plasticity research investigates mechanisms whereby particular spatio temporal patterns inputs produce changes synaptic plasticity intrinsic excitability part research creates novel software using deterministic approaches stochastic approaches either stand alone working conjunction neural modeling software order address otherwise intractable problems,,,,,CEC Website,CEC Website kim blackwell
125,125,kirin emlet furst,kirin emlet furst joined college engineering computing assistant professor 2020 member environmental water resources engineering group goal research identify engineering policy strategies mitigate health risks posed contaminant mixtures drinking water achieve goal furst lab takes interdisciplinary approach spanning environmental chemistry water quality engineering human exposure analysis data science current work focused identifying chemicals associated wastewater reuse pose greatest exposure risk designing solutions protect communities cannot afford advanced treatment trains produce highly purified water furst dedicated advancing equity inclusion stem believes diverse academic teams essential training next generation innovative engineers environmental leaders furst co author illustrator graphic novel problem solving guide general physics 2nd ed contract crc press 2020 illustrator xafs everyone guide x ray absorption fine structure spectroscopy,,,,,CEC Website,CEC Website kirin emlet furst
126,126,krzysztof gaj,krzysztof kris gaj received msc phd electrical engineering warsaw university technology professor ece department mason currently co directs cryptographic engineering research group cerg one largest widely recognized applied cryptography groups united states major research projects devoted evaluation cryptographic algorithms competing become new american international standards gaj team compare ciphers point view performance hardware embedded systems work instrumental selecting rijndael new advanced encryption standard aes keccak new cryptographic hash function standard sha 3 also played major role performing coordinating benchmarking 25 authenticated ciphers competing caesar contest currently involved evaluating candidates two new u federal standards areas post quantum cryptography pqc lightweight cryptography lwc former two standards related rise quantum computers may one day wipe majority modern cryptography know result researchers gaj working right find suitable replacement college years gaj wrote book german enigma machine techniques machines used break hitler code world war ii although research interests shifted afterward modern cryptography still incorporates enigma story classes encryption codebreaking gaj leads students greater understanding acuity cryptographic engineering advanced digital system design software hardware codesign electronic design automation variety senior graduate courses beyond classroom gaj interacts numerous international professionals academic communities field research,,,,,CEC Website,CEC Website krzysztof gaj
127,127,kun sun,kun sun associate professor department information sciences technology george mason university director sun security laboratory associate director center secure information systems received phd computer science north carolina state university 2006 joining mason assistant professor college william mary research focuses systems network security sun 15 years working experience industry academia publishing 100 conference journal papers current research focuses trustworthy computing environment moving target defense ai ml security smartphone security software defined networking software security,,,,,CEC Website,CEC Website kun sun
128,128,kuo tian,kuo tian holds degree civil engineering huazhong university science technology ms phd degrees civil environmental engineering university wisconsin joining sid reva dewberry department civil environmental infrastructure engineering assistant professor geotechnical engineering served research scientist lecturer university virginia tian research geoenvironmental engineering focused design evaluation environmental containment systems municipal hazardous radioactive wastes well innovative geomaterials sustainable construction applications research includes fundamental laboratory studies practical field experiments development computer models,,,,,CEC Website,CEC Website kuo tian
129,129,lance sherry,lance sherry associate professor systems engineering operations research department serves director center air transportation systems research volgenau school engineering george mason university dr sherry pioneered research data analytics stochastic simulation large complex adaptive systems air transportation system operations airports airlines air traffic control well network network systems analyses used widely strategic planning business development cost benefit analysis system productivity improvement dr sherry also conducted award wining work human computer interaction operator training design autonomous semi autonomous systems unmanned air vehicles dr sherry 30 years experience aviation industry serving flight test engineer flight control engineer system engineer lead system architect program manager strategic planning business development dr sherry served fellow rand corporation 1999 2001 published 100 papers journal articles holds several patents received awards work dr sherry graduate brown university bachelor science electrical engineering holds master science ph industrial systems engineering arizona state university,,,,,CEC Website,CEC Website lance sherry
130,130,larry kerschberg,larry kerschberg taught george mason university since 1986 served chair department information software engineering 1989 1997 current research interests include social networks social semantic search agent based systems semantic web knowledge management intelligent information integration 40 years experience industry academia principal inventor two patents related intelligent semantic search founding editor chief springer journal intelligent information systems continuous publication since 1992,,,,,CEC Website,CEC Website larry kerschberg
131,131,laura kosoglu,laura kosoglu earned phd virginia tech studied factors influence clay behavior time dependent processes secondary compression shear deformation fault dynamics behavior national science foundation integrative graduate education research traineeship igert doctoral fellow marion via doctoral fellow work resulted development novel experimental method measure coefficient friction clay particles micro scale using atomic force microscope also conducted research virginia tech use geofoam reducing lateral earth pressures retaining walls kosoglu geotechnical engineering consulting experience well industry experience water resources engineering work includes comprehensive planning studies forecast future water demands analyze source supply issues determine production storage needs ensure compliance future environmental regulations laura kosoglu associate department chair director civil environmental infrastructure engineering graduate program volgenau school engineering,,,,,CEC Website,CEC Website laura kosoglu
132,132,lei yang,dr lei yang currently assistant professor department information sciences technology george mason university assistant professor department electrical computer engineering university new mexico received phd degree degree 2019 2013 respectively chongqing university china post doctoral research associate department computer science engineering university notre dame experience research scholar university california irvine university pittsburgh 2017 2019 lei primary research interests lie joint area hardware software co exploration neural network architectures embedded systems hardware software co exploration neural architectures embedded systems high performance computing passionate systems hardware software co exploration neural architectures automated machine learning system level design optimization applied machine learning,,,,,CEC Website,CEC Website lei yang
133,133,leigh mccue weil,leigh mccue associate professor george mason university mechanical engineering department 2015 2018 executive director american society naval engineers prior december 2004 may 2015 assistant associate professor virginia tech department aerospace ocean engineering research interests nonlinear chaotic vessel dynamics computational fluid dynamics work supported office naval research onr national science foundation nsf nasa us coast guard csc qinetiq additionally mccue twice participated asee office naval research summer faculty research program continue work collaboration researchers carderock division naval surface warfare center sabbatical 2011 2012 academic year combatant craft division naval surface warfare center carderock also passionate getting research hands operators evidenced two ios based fishing vessel safety apps scramp fvdrills mccue received bachelor degree mechanical aerospace engineering 2000 princeton university earned graduate degrees university michigan aerospace engineering mse 2001 naval architecture marine engineering mse 2002 phd 2004 2007 virginia tech college engineering dean awards received outstanding new assistant professor award 2010 dean awards named faculty fellow 2008 mccue received nsf faculty early career development career grant onr young investigator program grant mccue recipient presidential early career award scientists engineers,,,,,CEC Website,CEC Website leigh mccue weil
134,134,leonard adelman,leonard adelman research oriented toward 1 understanding judgment decision processes 2 designing evaluating systems support regarding former adelman performed research understand people define frame judgment decision problems shown example people frame problems significantly affect type decision options generate select anchor incorrect cause problem leads emphasize confirmatory instead dis confirmatory information result order effects information presented different ordered sequences result different decisions regarding latter adelman involved designing prototype systems training procedures support accurate robust framing generally judgment decision making processes also involved evaluating geospatial tool prototypes developed army support tactical planning possible human computer interface changes army patriot air defense system air force airborne warning control system awacs addition publishing journal conference papers book chapters adelman co authored one book cognitive systems engineering authored one book co authored another evaluating decision support knowledge based systems,,,,,CEC Website,CEC Website leonard adelman
135,135,liling huang,liling huang joined department electrical computer engineering george mason university gmu associate professor 2017 also contractor dominion energy virginia novec working principal consulting engineer earned phd electrical engineering virginia tech prior joining gmu professor engineering department northern virginia community college nvcc nine years taught southeastern university one year prior joining nvcc huang certified professional electrical engineer taiwan worked taiwan provincial government 5 years coming us conduct research energy management systems high rise buildings virginia tech industry career designed procured electrical mechanical hvac systems large commercial residential industrial buildings academic career instructed developed variety electrical power engineering courses including face face hybrid online courses received outstanding service education award nvcc 2013 nominated university teaching excellence award george mason university 2018 additionally huang established power energy systems concentration bsee bscpe programs industry partnerships gmu supports energy related projects initiatives gmu collaborates multidisciplinary team research projects areas microgrids power system protection security resilience grid modernization,,,,,CEC Website,CEC Website liling huang
136,136,lily wang,lily wang professor statistics george mason university received phd statistics michigan state university 2007 prior joining mason 2021 faculty iowa state university 2014 2021 university georgia 2007 2014 wang highly regarded internationally work non semi parametric regression methods broad interests across statistical learning data objects complex features methodologies functional data spatiotemporal data imaging data survey sampling working interface statistics mathematics computer science also interested developing cutting edge statistical methods solving issues related data science big data analytics methods developed wide application economics engineering neuroimaging epidemiology environmental studies biomedical science fellow institute mathematical statistics 2020 american statistical association 2021 elected member international statistical institute 2008 recipient multiple nsf awards sec research fellowship 2019 2020 asa nsf bls senior research fellowship 2020 2011 mid career achievement research award 2021 covid 19 exceptional effort research impact award 2021 iowa state university g michael research award 2012 university georgia wang serves editorial boards journal royal statistical society series b journal nonparametric statistics statistical analysis data mining,,,,,CEC Website,CEC Website lily wang
137,137,linghan zhang,linghan zhang assistant professor cyber security engineering department george mason university research focuses mobile computing usable security human computer interaction hci emphasis discovering understanding human factors e g human behavioral physiological biometrics human computer interactions security safety critical contexts inventing sensing methods track human factors designing useable security solutions based quantified human factors enhance security safety existing mechanisms also interested human centered interdisciplinary research novel technologies devices mobile computing serve needs humans variety research areas applications including assistive technology education etc prior joining mason dr zhang received phd florida state university phd research assistant pervasive computing cybersecurity lab focused discovering new biometrics user authentication liveness detection mobile devices earned masters degree information communication engineering worked research assistant institute broadband wireless communication stereo image tianjin university dr zhang research work published prime mobile computing security venues e g acm ccs acm ubicomp acm chi acsac featured press,,,,,CEC Website,CEC Website linghan zhang
138,138,lisa luo,dr lannan lisa luo assistant professor department computer science george mason university received phd pennsylvania state university 2017 research mainly focuses software systems security including software analysis verification vulnerability discovery iot security mobile security software engineering also interested applying deep learning cybersecurity problems,,,,,CEC Website,CEC Website lisa luo
139,139,lishan yang,lishan yang research interest mainly falls system reliability including reliable operation gpus nonconventional sensors autonomous driving systems neural networks lishan also interested gpu architecture software engineering efforts accelerate reliability system research process,,,,,CEC Website,CEC Website lishan yang
140,140,liza wilson durant,building meaningful partnerships across university external corporate government academic non profit global entities support mission college engineering computing strategic objectives george mason university liza wilson durant serves associate provost strategic initiatives community engagement also professor associate dean college engineering computing currently serving director commonwealth cyber initiative cci northern virginia node cci 25 million initiative ensure virginia recognized global leader secure cyber physical systems digital economy broadly decades come supporting world class research intersection data autonomy security promoting technology commercialization entrepreneurship preparing future generations innovators research leaders prior appointment associate dean served chair sid reva dewberry department civil environmental infrastructure engineering durant conducts classes environmental engineering hydrologic engineering environmental microbiology information technology engineers received ph environmental engineering johns hopkins university research focused bioremediation petroleum hydrocarbons aquifer materials mixed electron acceptor conditions durant research currently focuses use microorganisms biological processes control fate transport hazardous waste diminish contamination subsurface environment extensive consulting experience projects related feasibility economics hazardous waste management remediation contaminant fate transport environment risk assessment reduction environmental dispute resolution awarded american association advancement sciences environmental science engineering fellowship twice tenure aaas fellow served science advisor united states environmental protection agency national center environmental assessment immediate office assistant administrator office research development,,,,,CEC Website,CEC Website liza wilson durant
141,141,lucas henneman,lucas henneman research focuses air pollution health interested telling success stories example environmental regulations improved air quality health opportunities create success stories identifying air pollution sources make people sick day day research leverages large datasets computer models track pollution emitted breathed people like us example found emission reductions coal power plants last twenty years left entire country healthier increased life expectancy henneman studied environmental engineering phd landed job public health right graduation experience learned importance communicating complex environmental phenomena multidisciplinary audience passionate giving students tools need measure model communicate information environment lead world healthier future,,,,,CEC Website,CEC Website lucas henneman
142,142,mahdi hashemi,mahdi hashemi received phd degree computing information university pittsburgh 2017 currently assistant professor department information sciences technology george mason university fairfax founding director machine learning urban computing group also specializes intelligent transportation spatial temporal data mining prediction online misinformation mining detection published 30 journal articles 12 conference papers served program committee wi iat seke international conferences reviewer board member information topics board member remote sensing since 2020 active reviewer ieee transactions intelligent transportation systems transactions gis among others received mason summer team impact project award mentor multidisciplinary team undergraduate students 2020 idia seed funding 2021 nominated 2021 2022 george mason university teaching excellence awards,,,,,CEC Website,CEC Website mahdi hashemi
143,143,marcos zampieri,marcos zampieri assistant professor department information sciences technology school computing george mason university received phd saarland university affiliated german research center artificial intelligence dfki research interests computational linguistics natural language processing nlp research deals collection processing large bodies texts various sources e g social media newspapers goal training robust nlp systems published 100 peer reviewed papers journals conference proceedings co edited dozen edited volumes special issue workshop proceedings research interests computational linguistics natural language processing degrees phd saarland university,,,,,CEC Website,CEC Website marcos zampieri
144,144,mark snyder,mark snyder enthusiastic teaching introductory topics basic programming explaining complex topics materials languages research interests include language interpretation type driven language specification language semantic type systems domain specific languages compilation systems level design research interests computer science education computer systems,,,,,CEC Website,CEC Website mark snyder
145,145,martha bushong,martha bushong believes clear cogent effective writing core communications effort bushong strong flexible writer ability make complex subject matter understandable interested reader writer leverages communications managing multiple channels messages get noticed get read get results bushong significant experience higher education healthcare government settings since coming mason engineering retooled engineering gmu edu website launched school first ever annual report initiated efforts raise visibility reputation school consistent messaging enjoys collaborating writers editors graphic artists photographers videographers share ideas produce best possible outcomes strategic insights communications branding marketing volgenau school engineering earned george mason university outstanding achievement award,,,,,CEC Website,CEC Website martha bushong
146,146,martin slawski,given background statistics computer science martin slawski interested tackling problems arising interface two fields area nowadays often referred data science research slawski studies computationally tractable methods yield compact representation high dimensional data one recent focus involves randomized methods dimensionality reduction associated computational statistical trade offs slawski also enjoys working applications interdisciplinary teams particular problems involving biological data high throughput experiments research interests high dimensional statistical inference dimension reduction optimization methods data analysis statistical computational trade offs,,,,,CEC Website,CEC Website martin slawski
147,147,massimiliano albanese,massimiliano albanese associate professor department information sciences technology also serves associate director center secure information systems csis received ph computer science engineering 2005 university naples federico ii joined george mason university 2011 serving postdoctoral researcher university maryland research interests area information network security particular emphasis modeling detection cyber attacks cyber situational awareness network hardening optimal defenses moving target defense adaptive cyber defense cyber physical systems albanese participated sponsored research projects totaling 7 8m holds u patent co authored book 16 book chapters 60 papers peer reviewed journals conference proceedings one three recipients 2014 mason emerging researcher scholar creator award one prestigious honors mason,,,,,CEC Website,CEC Website massimiliano albanese
148,148,matthew amissah,matthew amissah assistant professor systems engineering operations research department george mason university research broadly entails application concepts tools fields modeling simulation systems science support architecting design complex systems obtained doctoral degree engineering management systems engineering old dominion university norfolk virginia degree phd engineering management systems engineeringschool old dominion university norfolk varesearch interests modeling simulation systems architecture systems thinking,,,,,CEC Website,CEC Website matthew amissah
149,149,md tanvir arafin,tanvir arafin work focuses hardware security trust issues emerging computer platforms work published flagship venues hardware design security ieee transactions large scale integration systems ieee transaction computers acm international conference computer aided design asia south pacific design automation conference,,,,,CEC Website,CEC Website md tanvir arafin
150,150,mehdi amiri darehbidi,mehdi amiri assistant professor mechanical engineering department george mason university joined mason spring 2019 since enjoying training mentoring next generation talented mechanical engineers research interests focus behavior structural materials operational conditions particular effects materials microstructure performance mechanical environmental loadings encompasses broad class materials systems engineering alloys state art high entropy alloys heas problems including effect manufacturing process route mechanical properties microstructure evolution materials performance free time likes play ping pong frisbee soccer,,,,,CEC Website,CEC Website mehdi amiri darehbidi
152,152,michael hieb,michael hieb research associate professor c4i center george mason university,,,,,CEC Website,CEC Website michael hieb
154,154,michael lyons,professor lyons instructor course coordinator undergraduate information security courses within information sciences technology department school computing george mason university research interests include c4i computer network security information security assurance cryptography information warfare,,,,,CEC Website,CEC Website michael lyons
155,155,mihai boicu,connecting dots big data sniff violent extremists information systems researcher mihai boicu knows violent agents plenty places hide tsunami information flowing digital communication channels intelligence analysts looking halt progression violent extremism face challenge astonishing complexity isolating potential threats boicu projects developed learning agents center made significant inroads training intelligence officials recognizing information patterns indicate dangerous activity working various us department defense resources boicu developed novel web based application tiacritis helps agents practice learn link evidence hypothesis abductive deductive inductive reasoning establish basic credentials evidence analysts better prepared take action based data evidence relevance believability inferential force weight boicu associate director learning agents center co director laboratory entrepreneurship co director personalized learning applied information technology laboratory engages students 390 course teaches rapid development scalable applications hands team focused environment,,,,,CEC Website,CEC Website mihai boicu
156,156,mingkui wei,mingkui wei assistant professor cybersecurity engineering department current research interests focus network security especially application layer takes approaches including mathematical modeling analysis simulation experiment machine learning identify address security threats internet research results published top tier venues including ieee infocom usenix security acm ccs faculty computer science sam houston state university prior joining mason 2021,,,,,CEC Website,CEC Website mingkui wei
157,157,mingrui liu,degrees ph computer science university iowa 2020,,,,,CEC Website,CEC Website mingrui liu
158,158,mohamed gebril,mohamed gebril associate professor cybersecurity engineering department joined mason working primary patent examiner us patent trademark office uspto seven years uspto involved patent examination prosecution areas data storage networking fields worked intellectual property matters directed computer security enterprise network security authentication databases data processing memory storage devices gebril completed phd electrical engineering north carolina state university 2011 area big data indexing machine learning ai applications received ms electrical engineering north carolina state university may 2008 area robotics navigation optimization completed undergraduate studies electrical engineering alexandria university egypt,,,,,CEC Website,CEC Website mohamed gebril
159,159,mohan venigalla,mohan venigalla specializes transportation systems analysis planning emphasis sustainable transportation early career 12 years primarily engineering consulting research engaged present teaching academic research career since 2000 venigalla expertise includes modeling transportation systems encompassing travel behavior analysis travel demand modeling traffic simulation network analysis intelligent transportation systems current prior works covered range topics transportation planning air quality transit oriented developments shared mobility urban freight planning skillset includes traditional quantitative statistical methods geographic information systems data mining big data analytics developed applied numerous computer models solving various transportation planning traffic engineering problems venigalla research funding since 2000 topped 2 8 million publications include 50 peer reviewed articles two book chapters 38 significant technical reports developed taught 16 different courses graduated seven ph students supervision administered undergraduate civil engineering program george mason university primarily responsible increasing enrollments four fold 73 295 8 year period venigalla research air quality received national acclaim recognized national academy sciences prestigious pyke johnson award elected fellow american society civil engineers registered professional engineer commonwealth virginia,,,,,CEC Website,CEC Website mohan venigalla
160,160,moinul hossain,moinul hossain research interests include limited security assessment wireless network protocols threat modeling counter mechanism design cross technology spectrum sharing dynamic spectrum access vehicle vehicle communications,,,,,CEC Website,CEC Website moinul hossain
161,161,monson hayes,dr hayes joined faculty george mason university fall 2014 chair department electrical computer engineering life fellow ieee internationally recognized researcher contributions field digital signal processing brings 30 years teaching research experience mason received bachelor degree physics university california berkeley masters sc degrees massachusetts institute technology 1981 2011 professor department electrical computer engineering georgia institute technology georgia tech spent three years gt lorraine metz france teaching research program development served ece associate chair 2005 2011 2011 became georgia tech professor emeritus 2011 2014 distinguished foreign professor chung ang university seoul korea research teaching developing new educational programs also taught courses seoul national university korea university yonsei university south korea shanghai jiao tong university shanghai china universidad carlos iii de madrid spain research interests general area digital signal processing specifically image video processing published 200 journal conference papers author two textbooks worked extensively areas signal reconstruction constrained iterative deconvolution iterative algorithms signal enhancement also worked variety problems related image video compression including stereo image stereo video compression multi view image compression fractal compression speech images video also worked problems lane detection tracking driver safety awareness face recognition security device personalization digital camera technologies autofocusing depth estimation image enhancement dr hayes also deeply engaged engineering education particular technologies approaches online learning one first georgia tech deliver courses asynchronously remote students first deliver courses across atlantic u france recently dr hayes shifted research focus pattern recognition machine learning 2015 recipient 2015 chair excellence award deep learning banco santander research universidad carlos iii de madrid dr hayes numerous awards including presidential young investigator award ieee senior paper award georgia tech excellence continuing education award outstanding professional education award ece distinguished mentor award also extremely active ieee serving numerous administrative roles well serving general chair 1996 international conference acoustics speech signal processing icassp 1996 general chair icassp 2018 general chair international conference image processing icip 2016 currently general co chair icassp 2024 seoul korea,,,,,CEC Website,CEC Website monson hayes
162,162,myeong lee,myeong lee assistant professor department information sciences technology research mostly data science social good aims solve social problems data driven approaches particularly interested understanding dynamics cities local communities local information inequality research program develops leverages social theories computational methods also designs implements systems demonstrate geographically embedded structures information associated issues academic experiences include limited data science social good dssg summer fellowship university washington escience institute 2016 dssg summer fellowship georgia tech 2017 junior fellowship center advanced study communities information casci university maryland ischool research assistant digital curation innovation center dcic also research affiliate platial analysis lab mcgill university professional world data science technology fellow center open data enterprise non profit based washington c advocates open data movements led development open data impact map advised sdg national reporting initiative technological strategy co founder director software development torooc inc vc funded emotional robot start based south korea,,,,,CEC Website,CEC Website myeong lee
163,163,nathan kathir,dr nathan kathir p e co f asce civil structural engineer 35 years experience government private industry earned phd civil structural engineering licensed professional engineer pe state colorado fellow american society civil engineers leaving federal government 30 years civilian service spent last five years supporting white house currently associate professor director senior projects department mechanical engineering engineering program evaluator abet since 2000 currently serves commissioner abet engineering accreditation commission abet expert kathir evaluated engineering programs accreditation 25 institutions u internationally dr kathir areas expertise include critical infrastructure protection cip vulnerability assessments mitigations probabilistic risk evaluation risk management security engineering blast modeling mitigation effects facilities engineering facilities management addition teaching number engineering courses primary duties directing capstone program teaching senior design course kathir advises students creative ways solve real world engineering problems ensures students get experience planning design research manufacturing project management graduate also coordinates accreditation efforts mechanical engineering program active member asce committee accreditation dr kathir joined mason full time august 2019 adjunct faculty three years,,,,,CEC Website,CEC Website nathan kathir
164,164,nicholas rios,nicholas rios interested wide variety research areas field statistics primary research focuses experimental design presence real world constraints also interested functional data analysis computational statistics gaussian process modeling models compositional data analysis applications chemical engineering pharmaceutical industries nicholas earned phd statistics penn state university 2022 dissertation focused designing optimal mixture experiments experiments multiple reagents chemicals mixed produce response dissertation addressed practical issue finding optimal experiments order addition components important developed novel algorithms finding relatively cheap efficient experiments allow researchers estimate optimal mixture order settings nicholas currently teaching applied statistics stat 554 department passionate teaching students think like statisticians challenges students apply statistical thinking methodology analyze real world data,,,,,CEC Website,CEC Website nicholas rios
165,165,niloofar ramezani,niloofar ramezani experienced senior statistician statistical consultant biostatistician working multiple state agencies served co investigator nih grants focused teaching science motivation addiction behavior ramezani imparts love statistics students helps connect study statistics ability solve real world problems taught undergraduate graduate courses statistics mathematics decade designed courses developed curriculum international students two time recipient statisticalanalysis system sas ambassador award innovative use statistical analysis software earned two dozen prestigious competitive academic awards sas american public health association american statistical association others cutting edge research statistical modeling including developing two new power estimation techniques longitudinal data using generalized method moments passionate handling missing data efficiently modeling correlated multilevel data extending generalized estimating equations capture higher response variation methods used frequently biomedical public health engineering business econometric fields ramezani believes giving back community volunteered nonprofit organizations five years writing grants evaluating intervention programs designing studies research interests longitudinal correlated data analysis missing data non normal data analysis survival analysis,,,,,CEC Website,CEC Website niloofar ramezani
